PERSONID,EDUC,LOGWAGE,POTEXPER,TIMETRND,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
70,15,2.72,9,13,1.3,12,16,0,3
70,15,2.76,10,14,1.3,12,16,0,3
71,12,2,3,2,0.25,12,12,1,2
71,13,2.34,3,3,0.25,12,12,1,2
71,14,2.56,3,4,0.25,12,12,1,2
71,14,2.47,4,5,0.25,12,12,1,2
71,14,2.73,5,6,0.25,12,12,1,2
71,14,2.94,6,7,0.25,12,12,1,2
71,14,3.45,7,8,0.25,12,12,1,2
71,14,3.61,8,9,0.25,12,12,1,2
72,15,2.63,2,1,0.56,12,12,0,2
72,15,2.68,3,2,0.56,12,12,0,2
72,15,2.62,4,3,0.56,12,12,0,2
72,15,3.01,5,4,0.56,12,12,0,2
72,15,2.84,6,5,0.56,12,12,0,2
72,15,3.08,7,6,0.56,12,12,0,2
72,15,3.39,8,7,0.56,12,12,0,2
72,15,3.62,9,8,0.56,12,12,0,2
72,15,3.72,10,9,0.56,12,12,0,2
72,15,4.27,13,12,0.56,12,12,0,2
72,15,4.32,15,14,0.56,12,12,0,2
73,15,2.46,5,11,-0.25,12,8,0,2
73,15,2.19,6,12,-0.25,12,8,0,2
73,15,2.19,7,13,-0.25,12,8,0,2
73,15,2.26,8,14,-0.25,12,8,0,2
74,12,1.66,1,1,0.31,10,14,0,3
74,13,2.28,4,5,0.31,10,14,0,3
74,13,2.7,5,6,0.31,10,14,0,3
74,13,2.38,6,7,0.31,10,14,0,3
74,13,2.85,7,8,0.31,10,14,0,3
74,13,1.86,9,10,0.31,10,14,0,3
74,13,1.67,10,11,0.31,10,14,0,3
74,13,1.64,11,12,0.31,10,14,0,3
74,13,1.67,12,13,0.31,10,14,0,3
75,12,1.49,3,6,-0.35,10,15,0,3
75,12,2.07,5,8,-0.35,10,15,0,3
75,12,2.11,6,9,-0.35,10,15,0,3
75,12,2.18,7,10,-0.35,10,15,0,3
75,12,1.8,8,11,-0.35,10,15,0,3
75,12,1.81,9,12,-0.35,10,15,0,3
75,12,1.86,10,13,-0.35,10,15,0,3
75,12,2.26,11,14,-0.35,10,15,0,3
76,10,1.66,4,2,-0.73,9,9,0,7
76,10,1.76,5,3,-0.73,9,9,0,7
76,10,1.7,9,7,-0.73,9,9,0,7
76,10,1.59,10,8,-0.73,9,9,0,7
76,10,2.32,13,11,-0.73,9,9,0,7
76,10,1.59,14,12,-0.73,9,9,0,7
76,10,1.39,15,13,-0.73,9,9,0,7
77,14,1.65,2,6,0.88,12,12,0,3
77,14,1.74,3,7,0.88,12,12,0,3
77,14,1.8,4,8,0.88,12,12,0,3
77,14,2.43,5,9,0.88,12,12,0,3
77,14,2.42,6,10,0.88,12,12,0,3
77,14,2.69,7,11,0.88,12,12,0,3
77,14,2.96,8,12,0.88,12,12,0,3
77,14,2.93,9,13,0.88,12,12,0,3
77,14,2.87,10,14,0.88,12,12,0,3
78,9,1.47,5,4,-1.03,11,11,0,6
78,9,2.22,6,5,-1.03,11,11,0,6
78,9,2.22,7,6,-1.03,11,11,0,6
78,9,2.54,8,7,-1.03,11,11,0,6
78,9,0.68,9,8,-1.03,11,11,0,6
78,9,1.78,10,9,-1.03,11,11,0,6
78,9,1.94,11,10,-1.03,11,11,0,6
79,12,2.46,3,0,0.32,12,12,0,3
79,12,2.68,4,1,0.32,12,12,0,3
79,12,2.37,5,2,0.32,12,12,0,3
79,12,2.31,6,3,0.32,12,12,0,3
79,12,2.35,7,4,0.32,12,12,0,3
79,12,2.31,8,5,0.32,12,12,0,3
79,12,2.35,9,6,0.32,12,12,0,3
79,12,2.34,10,7,0.32,12,12,0,3
79,12,2.29,11,8,0.32,12,12,0,3
79,12,2.44,12,9,0.32,12,12,0,3
79,12,2.87,13,10,0.32,12,12,0,3
79,12,2.75,14,11,0.32,12,12,0,3
79,12,2.5,15,12,0.32,12,12,0,3
79,12,2.67,16,13,0.32,12,12,0,3
79,12,2.68,17,14,0.32,12,12,0,3
80,16,2.19,4,10,1.11,12,12,0,3
80,16,2.59,5,11,1.11,12,12,0,3
80,16,2.83,6,12,1.11,12,12,0,3
80,16,2.57,7,13,1.11,12,12,0,3
80,16,2.62,8,14,1.11,12,12,0,3
81,11,1.87,8,10,-0.87,8,12,1,2
81,11,1.78,9,11,-0.87,8,12,1,2
82,12,1.62,1,4,-0.05,11,9,0,2
83,12,2.7,3,0,0.44,12,12,0,2
83,12,2.65,4,1,0.44,12,12,0,2
83,12,2.65,5,2,0.44,12,12,0,2
83,12,2.71,6,3,0.44,12,12,0,2
83,12,2.7,7,4,0.44,12,12,0,2
83,12,1.95,8,5,0.44,12,12,0,2
83,12,2.14,9,6,0.44,12,12,0,2
83,12,2.21,10,7,0.44,12,12,0,2
83,12,2.19,11,8,0.44,12,12,0,2
83,12,2.11,12,9,0.44,12,12,0,2
83,12,2.26,13,10,0.44,12,12,0,2
83,12,2.34,14,11,0.44,12,12,0,2
83,12,2.27,15,12,0.44,12,12,0,2
83,12,2.31,16,13,0.44,12,12,0,2
83,12,2.16,17,14,0.44,12,12,0,2
84,12,1.69,2,1,1.56,12,18,0,3
84,14,2.59,2,3,1.56,12,18,0,3
84,14,2.67,3,4,1.56,12,18,0,3
84,14,2.72,4,5,1.56,12,18,0,3
84,14,2.78,5,6,1.56,12,18,0,3
84,14,2.94,6,7,1.56,12,18,0,3
84,14,2.64,7,8,1.56,12,18,0,3
84,14,3.07,8,9,1.56,12,18,0,3
84,14,2.89,9,10,1.56,12,18,0,3
84,14,2.86,10,11,1.56,12,18,0,3
84,14,2.85,11,12,1.56,12,18,0,3
84,14,2.91,12,13,1.56,12,18,0,3
84,14,2.96,13,14,1.56,12,18,0,3
85,12,1.85,2,2,0.04,12,12,0,4
85,12,2.21,3,3,0.04,12,12,0,4
85,12,2.43,4,4,0.04,12,12,0,4
85,12,2.39,7,7,0.04,12,12,0,4
85,12,2.5,8,8,0.04,12,12,0,4
85,12,2.36,9,9,0.04,12,12,0,4
85,12,2.51,10,10,0.04,12,12,0,4
85,12,3.07,11,11,0.04,12,12,0,4
85,12,2.57,12,12,0.04,12,12,0,4
85,12,2.54,13,13,0.04,12,12,0,4
86,12,1.79,5,2,0.15,12,13,0,4
86,12,2.3,6,3,0.15,12,13,0,4
86,12,2.57,7,4,0.15,12,13,0,4
86,12,2.07,8,5,0.15,12,13,0,4
86,12,1.92,9,6,0.15,12,13,0,4
86,12,1.55,11,8,0.15,12,13,0,4
86,12,1.77,12,9,0.15,12,13,0,4
86,12,1.74,13,10,0.15,12,13,0,4
86,12,1.37,14,11,0.15,12,13,0,4
86,12,2.01,17,14,0.15,12,13,0,4
87,15,1.85,1,2,0.68,12,18,0,0
87,15,2.5,2,3,0.68,12,18,0,0
87,15,2.46,3,4,0.68,12,18,0,0
87,15,2.35,4,5,0.68,12,18,0,0
87,15,2.56,5,6,0.68,12,18,0,0
87,15,2.83,6,7,0.68,12,18,0,0
87,15,3.19,7,8,0.68,12,18,0,0
87,15,3.05,8,9,0.68,12,18,0,0
87,15,3.34,9,10,0.68,12,18,0,0
87,15,3.39,10,11,0.68,12,18,0,0
87,15,3.37,11,12,0.68,12,18,0,0
87,15,3.4,12,13,0.68,12,18,0,0
87,15,3.51,13,14,0.68,12,18,0,0
88,12,1.96,4,4,0.73,12,16,0,3
88,12,1.76,5,5,0.73,12,16,0,3
88,12,1.86,6,6,0.73,12,16,0,3
88,12,2.27,7,7,0.73,12,16,0,3
88,12,2.53,8,8,0.73,12,16,0,3
89,13,1.91,3,2,0.45,12,12,1,6
89,13,2.15,4,3,0.45,12,12,1,6
89,13,1.98,5,4,0.45,12,12,1,6
89,13,2.34,6,5,0.45,12,12,1,6
89,13,2.37,7,6,0.45,12,12,1,6
89,13,2.68,8,7,0.45,12,12,1,6
89,13,2.5,9,8,0.45,12,12,1,6
89,13,2.69,10,9,0.45,12,12,1,6
89,13,2.79,11,10,0.45,12,12,1,6
89,13,2.77,12,11,0.45,12,12,1,6
89,13,2.73,13,12,0.45,12,12,1,6
89,13,2.7,14,13,0.45,12,12,1,6
89,13,2.93,15,14,0.45,12,12,1,6
90,12,2.31,2,1,0.79,15,18,1,6
90,12,1.91,7,6,0.79,15,18,1,6
90,12,1.65,8,7,0.79,15,18,1,6
90,12,1.81,9,8,0.79,15,18,1,6
90,12,1.84,10,9,0.79,15,18,1,6
90,12,2.71,11,10,0.79,15,18,1,6
90,12,2.77,12,11,0.79,15,18,1,6
90,13,2.86,12,12,0.79,15,18,1,6
90,13,2.36,14,14,0.79,15,18,1,6
91,12,1.87,2,0,-0.34,16,13,0,2
91,12,1.74,3,1,-0.34,16,13,0,2
91,12,2.13,5,3,-0.34,16,13,0,2
91,12,2.34,6,4,-0.34,16,13,0,2
91,12,1.83,7,5,-0.34,16,13,0,2
91,12,2.04,8,6,-0.34,16,13,0,2
91,12,1.93,10,8,-0.34,16,13,0,2
91,12,2.38,11,9,-0.34,16,13,0,2
91,12,1.81,12,10,-0.34,16,13,0,2
91,12,1.67,13,11,-0.34,16,13,0,2
91,12,1.63,14,12,-0.34,16,13,0,2
91,12,2.01,15,13,-0.34,16,13,0,2
91,12,2.1,16,14,-0.34,16,13,0,2
92,12,2.17,1,2,0.25,12,14,0,1
92,12,1.42,2,3,0.25,12,14,0,1
92,12,1.77,5,6,0.25,12,14,0,1
92,12,2.32,6,7,0.25,12,14,0,1
92,12,2.24,7,8,0.25,12,14,0,1
92,12,2.51,8,9,0.25,12,14,0,1
92,12,2.76,11,12,0.25,12,14,0,1
92,12,2.7,12,13,0.25,12,14,0,1
92,12,2.6,13,14,0.25,12,14,0,1
93,9,1.86,9,8,-0.48,12,12,1,1
93,9,2.15,10,9,-0.48,12,12,1,1
93,9,2.42,13,12,-0.48,12,12,1,1
93,9,2.66,14,13,-0.48,12,12,1,1
94,12,2.07,2,2,-1.39,12,12,0,1
94,12,2.01,3,3,-1.39,12,12,0,1
94,12,2.28,8,8,-1.39,12,12,0,1
94,12,2.29,13,13,-1.39,12,12,0,1
94,12,2.14,14,14,-1.39,12,12,0,1
95,12,2.15,3,0,-0.41,12,12,0,5
95,12,2.51,4,1,-0.41,12,12,0,5
95,12,2.47,5,2,-0.41,12,12,0,5
95,12,2.97,6,3,-0.41,12,12,0,5
95,12,2.6,7,4,-0.41,12,12,0,5
95,12,2.92,8,5,-0.41,12,12,0,5
95,12,2.86,9,6,-0.41,12,12,0,5
95,12,2.87,10,7,-0.41,12,12,0,5
95,12,2.86,11,8,-0.41,12,12,0,5
95,12,3.13,12,9,-0.41,12,12,0,5
95,12,3.23,13,10,-0.41,12,12,0,5
95,12,3.08,14,11,-0.41,12,12,0,5
95,12,2.99,15,12,-0.41,12,12,0,5
95,12,2.87,16,13,-0.41,12,12,0,5
95,12,2.83,17,14,-0.41,12,12,0,5
96,12,2.52,1,0,-1.04,12,8,0,4
96,12,1.72,2,1,-1.04,12,8,0,4
96,12,2.39,3,2,-1.04,12,8,0,4
96,12,2.48,4,3,-1.04,12,8,0,4
96,12,2.12,6,5,-1.04,12,8,0,4
96,12,2.41,7,6,-1.04,12,8,0,4
96,12,2.25,8,7,-1.04,12,8,0,4
96,12,2.5,9,8,-1.04,12,8,0,4
96,12,2.53,10,9,-1.04,12,8,0,4
96,12,2.22,11,10,-1.04,12,8,0,4
96,12,2.59,12,11,-1.04,12,8,0,4
96,12,2.73,13,12,-1.04,12,8,0,4
96,12,2.52,14,13,-1.04,12,8,0,4
96,12,2.67,15,14,-1.04,12,8,0,4
97,11,1.84,5,6,-0.14,11,10,0,3
97,11,1.94,6,7,-0.14,11,10,0,3
97,11,2.12,7,8,-0.14,11,10,0,3
97,11,2.24,8,9,-0.14,11,10,0,3
97,11,2.42,9,10,-0.14,11,10,0,3
97,11,2.48,10,11,-0.14,11,10,0,3
97,11,2.32,11,12,-0.14,11,10,0,3
97,11,2.49,12,13,-0.14,11,10,0,3
97,11,2.49,13,14,-0.14,11,10,0,3
98,11,1.49,4,5,-0.98,12,12,0,2
98,11,2.3,8,9,-0.98,12,12,0,2
98,11,2.28,9,10,-0.98,12,12,0,2
98,11,2.26,10,11,-0.98,12,12,0,2
98,11,2.27,11,12,-0.98,12,12,0,2
98,11,2.19,12,13,-0.98,12,12,0,2
98,11,2.43,13,14,-0.98,12,12,0,2
99,15,2.2,3,4,1.05,12,18,0,2
99,15,2.06,4,5,1.05,12,18,0,2
99,15,2.11,5,6,1.05,12,18,0,2
99,15,2.12,6,7,1.05,12,18,0,2
99,15,2.16,7,8,1.05,12,18,0,2
99,15,2.33,8,9,1.05,12,18,0,2
99,15,2.17,9,10,1.05,12,18,0,2
99,15,2.21,10,11,1.05,12,18,0,2
99,15,2.21,11,12,1.05,12,18,0,2
99,15,2.25,12,13,1.05,12,18,0,2
99,15,2.29,13,14,1.05,12,18,0,2
100,12,1.88,2,4,-1,12,12,0,2
100,12,1.81,3,5,-1,12,12,0,2
100,12,2.07,4,6,-1,12,12,0,2
100,12,2.2,5,7,-1,12,12,0,2
100,12,1.93,6,8,-1,12,12,0,2
100,12,2.15,7,9,-1,12,12,0,2
100,12,2.38,9,11,-1,12,12,0,2
100,12,2.11,10,12,-1,12,12,0,2
100,12,2.24,11,13,-1,12,12,0,2
100,12,2.22,12,14,-1,12,12,0,2
101,12,2.48,2,0,0.59,12,10,0,1
101,12,2.42,3,1,0.59,12,10,0,1
101,12,2.63,9,7,0.59,12,10,0,1
101,12,2.24,10,8,0.59,12,10,0,1
101,12,2.68,11,9,0.59,12,10,0,1
101,12,3.11,14,12,0.59,12,10,0,1
101,12,3.41,15,13,0.59,12,10,0,1
101,12,3.84,16,14,0.59,12,10,0,1
102,12,2.51,3,1,0.18,13,12,0,3
102,12,2.54,4,2,0.18,13,12,0,3
102,12,2.97,8,6,0.18,13,12,0,3
102,12,2.73,9,7,0.18,13,12,0,3
102,12,3.53,10,8,0.18,13,12,0,3
102,12,2.8,15,13,0.18,13,12,0,3
102,12,2.67,16,14,0.18,13,12,0,3
103,14,2.44,4,9,0.24,12,12,0,3
103,14,2.11,5,10,0.24,12,12,0,3
104,15,2.73,3,7,1.78,12,16,0,3
104,15,2.78,4,8,1.78,12,16,0,3
104,15,2.95,6,10,1.78,12,16,0,3
104,15,3.05,7,11,1.78,12,16,0,3
104,15,3.04,8,12,1.78,12,16,0,3
104,15,3.08,9,13,1.78,12,16,0,3
104,15,3.14,10,14,1.78,12,16,0,3
105,13,2.01,2,3,-0.02,12,8,0,2
105,14,1.93,2,4,-0.02,12,8,0,2
105,15,3.51,2,5,-0.02,12,8,0,2
105,15,3.02,3,6,-0.02,12,8,0,2
105,15,2.25,4,7,-0.02,12,8,0,2
105,15,2.33,5,8,-0.02,12,8,0,2
105,15,2.24,6,9,-0.02,12,8,0,2
105,15,2.05,7,10,-0.02,12,8,0,2
105,15,2.47,8,11,-0.02,12,8,0,2
105,15,2.7,9,12,-0.02,12,8,0,2
105,15,2.59,10,13,-0.02,12,8,0,2
105,15,2.67,11,14,-0.02,12,8,0,2
106,12,2.3,4,0,-0.15,12,12,0,4
106,12,2.03,6,2,-0.15,12,12,0,4
106,12,2.7,7,3,-0.15,12,12,0,4
106,12,2.67,8,4,-0.15,12,12,0,4
106,12,3.38,9,5,-0.15,12,12,0,4
106,12,2.91,10,6,-0.15,12,12,0,4
106,12,3.77,12,8,-0.15,12,12,0,4
106,12,3.68,15,11,-0.15,12,12,0,4
106,12,4.06,16,12,-0.15,12,12,0,4
106,12,2.91,18,14,-0.15,12,12,0,4
107,12,2.19,3,0,-0.75,12,12,0,4
107,12,1.95,4,1,-0.75,12,12,0,4
107,12,2.99,5,2,-0.75,12,12,0,4
107,12,2.89,6,3,-0.75,12,12,0,4
107,12,2.67,7,4,-0.75,12,12,0,4
107,12,2.59,8,5,-0.75,12,12,0,4
107,12,2.27,9,6,-0.75,12,12,0,4
107,12,2.55,10,7,-0.75,12,12,0,4
107,12,3.38,12,9,-0.75,12,12,0,4
107,12,2.98,14,11,-0.75,12,12,0,4
107,12,2.95,15,12,-0.75,12,12,0,4
107,12,3.5,16,13,-0.75,12,12,0,4
108,15,1.19,3,7,-0.06,12,12,0,4
108,15,1.83,4,8,-0.06,12,12,0,4
108,15,2.19,5,9,-0.06,12,12,0,4
108,15,2.85,6,10,-0.06,12,12,0,4
108,15,3.02,7,11,-0.06,12,12,0,4
108,15,2.64,8,12,-0.06,12,12,0,4
109,12,2.01,3,1,-1.32,12,16,0,3
109,12,1.94,4,2,-1.32,12,16,0,3
109,12,2.02,5,3,-1.32,12,16,0,3
109,12,2.23,6,4,-1.32,12,16,0,3
109,12,2.06,7,5,-1.32,12,16,0,3
109,12,2.56,9,7,-1.32,12,16,0,3
109,12,2.44,10,8,-1.32,12,16,0,3
109,12,2.35,11,9,-1.32,12,16,0,3
109,12,2.41,12,10,-1.32,12,16,0,3
109,12,2.59,13,11,-1.32,12,16,0,3
109,12,2.41,14,12,-1.32,12,16,0,3
109,12,2.44,15,13,-1.32,12,16,0,3
109,12,2.66,16,14,-1.32,12,16,0,3
110,12,2.39,2,0,-0.21,12,12,0,4
110,12,2.55,3,1,-0.21,12,12,0,4
110,12,2.41,4,2,-0.21,12,12,0,4
110,12,2.61,5,3,-0.21,12,12,0,4
110,12,2.32,6,4,-0.21,12,12,0,4
110,12,2.22,7,5,-0.21,12,12,0,4
110,12,2.34,8,6,-0.21,12,12,0,4
110,12,2.25,9,7,-0.21,12,12,0,4
110,12,2.43,10,8,-0.21,12,12,0,4
110,12,2.51,11,9,-0.21,12,12,0,4
110,12,2.39,12,10,-0.21,12,12,0,4
110,12,2.2,13,11,-0.21,12,12,0,4
110,12,2.29,15,13,-0.21,12,12,0,4
111,11,1.91,6,6,0.16,12,12,0,3
111,11,1.96,7,7,0.16,12,12,0,3
111,11,2.41,8,8,0.16,12,12,0,3
111,11,2.72,10,10,0.16,12,12,0,3
111,11,2.8,11,11,0.16,12,12,0,3
111,11,2.82,12,12,0.16,12,12,0,3
111,11,2.88,13,13,0.16,12,12,0,3
111,11,2.82,14,14,0.16,12,12,0,3
112,15,2.09,6,5,-0.36,12,13,0,3
112,15,2.53,7,6,-0.36,12,13,0,3
112,15,2.64,8,7,-0.36,12,13,0,3
112,15,2.61,9,8,-0.36,12,13,0,3
112,15,2.65,10,9,-0.36,12,13,0,3
112,15,2.5,11,10,-0.36,12,13,0,3
112,15,2.85,14,13,-0.36,12,13,0,3
112,15,2.91,15,14,-0.36,12,13,0,3
113,15,2.23,5,4,0.64,12,12,0,3
113,15,2.33,6,5,0.64,12,12,0,3
113,15,2.61,7,6,0.64,12,12,0,3
113,15,2.61,8,7,0.64,12,12,0,3
113,15,2.69,9,8,0.64,12,12,0,3
113,15,2.81,10,9,0.64,12,12,0,3
113,15,2.98,11,10,0.64,12,12,0,3
113,15,3.28,12,11,0.64,12,12,0,3
113,15,3.2,13,12,0.64,12,12,0,3
113,15,3.48,14,13,0.64,12,12,0,3
113,15,3.72,15,14,0.64,12,12,0,3
114,12,1.79,13,9,-1.71,12,13,0,3
114,12,1.66,14,10,-1.71,12,13,0,3
114,12,1.8,15,11,-1.71,12,13,0,3
114,12,1.82,16,12,-1.71,12,13,0,3
115,15,1.81,1,2,0.99,14,14,0,8
115,15,1.9,2,3,0.99,14,14,0,8
115,15,2.34,3,4,0.99,14,14,0,8
115,15,1.95,4,5,0.99,14,14,0,8
115,15,2.38,5,6,0.99,14,14,0,8
115,15,2.52,6,7,0.99,14,14,0,8
115,15,2.58,7,8,0.99,14,14,0,8
115,15,2.76,8,9,0.99,14,14,0,8
115,15,2.86,9,10,0.99,14,14,0,8
115,15,2.61,10,11,0.99,14,14,0,8
115,15,2.59,11,12,0.99,14,14,0,8
115,15,2.7,12,13,0.99,14,14,0,8
115,15,2.96,13,14,0.99,14,14,0,8
116,11,1.65,1,2,0.38,14,14,0,8
116,14,1.57,3,7,0.38,14,14,0,8
116,14,2.47,5,9,0.38,14,14,0,8
116,14,2.59,6,10,0.38,14,14,0,8
116,14,2.76,7,11,0.38,14,14,0,8
116,14,2.75,8,12,0.38,14,14,0,8
116,14,2.78,9,13,0.38,14,14,0,8
116,14,2.98,10,14,0.38,14,14,0,8
117,14,1.79,1,3,0.91,12,18,0,2
117,14,2.16,2,4,0.91,12,18,0,2
117,14,2.16,3,5,0.91,12,18,0,2
118,10,2.38,6,3,0.2,12,12,0,2
118,10,2.44,7,4,0.2,12,12,0,2
118,10,2.53,8,5,0.2,12,12,0,2
119,12,2.54,4,2,1.29,11,12,0,3
119,12,2.66,5,3,1.29,11,12,0,3
119,12,2.73,6,4,1.29,11,12,0,3
119,12,2.76,7,5,1.29,11,12,0,3
119,12,2.76,8,6,1.29,11,12,0,3
119,12,2.95,9,7,1.29,11,12,0,3
119,12,2.98,10,8,1.29,11,12,0,3
119,12,2.97,11,9,1.29,11,12,0,3
119,12,3.04,12,10,1.29,11,12,0,3
119,12,2.96,13,11,1.29,11,12,0,3
119,12,2.88,14,12,1.29,11,12,0,3
119,12,2.96,15,13,1.29,11,12,0,3
119,12,2.92,16,14,1.29,11,12,0,3
120,11,1.95,1,1,1.05,11,12,0,3
120,12,1.95,1,2,1.05,11,12,0,3
120,12,2.01,2,3,1.05,11,12,0,3
120,12,2.24,3,4,1.05,11,12,0,3
120,12,2.3,4,5,1.05,11,12,0,3
120,12,2.22,5,6,1.05,11,12,0,3
120,12,2.52,6,7,1.05,11,12,0,3
120,12,2.87,7,8,1.05,11,12,0,3
120,12,2.62,8,9,1.05,11,12,0,3
120,12,2.72,9,10,1.05,11,12,0,3
120,12,2.77,10,11,1.05,11,12,0,3
120,12,2.62,11,12,1.05,11,12,0,3
120,12,2.69,12,13,1.05,11,12,0,3
120,12,2.69,13,14,1.05,11,12,0,3
121,11,1.87,2,0,1.29,12,12,0,5
121,12,2.24,2,1,1.29,12,12,0,5
121,12,2.21,3,2,1.29,12,12,0,5
121,12,2.09,4,3,1.29,12,12,0,5
121,12,2.35,5,4,1.29,12,12,0,5
121,12,2.71,6,5,1.29,12,12,0,5
121,12,3.14,7,6,1.29,12,12,0,5
121,12,3.1,8,7,1.29,12,12,0,5
121,12,2.72,10,9,1.29,12,12,0,5
121,12,2.77,11,10,1.29,12,12,0,5
121,12,2.91,12,11,1.29,12,12,0,5
121,12,2.77,13,12,1.29,12,12,0,5
121,12,3.17,14,13,1.29,12,12,0,5
121,12,3.22,15,14,1.29,12,12,0,5
122,16,1.92,2,2,0.9,16,16,0,6
122,16,1.9,4,4,0.9,16,16,0,6
122,16,1.68,5,5,0.9,16,16,0,6
122,16,2.47,7,7,0.9,16,16,0,6
122,16,2.68,8,8,0.9,16,16,0,6
122,16,2.63,9,9,0.9,16,16,0,6
122,16,2.68,10,10,0.9,16,16,0,6
122,16,2.79,11,11,0.9,16,16,0,6
122,16,3.17,12,12,0.9,16,16,0,6
122,16,3.17,13,13,0.9,16,16,0,6
122,16,3.12,14,14,0.9,16,16,0,6
123,12,2.34,7,6,0.62,12,12,1,5
123,12,2.37,8,7,0.62,12,12,1,5
123,12,2.6,9,8,0.62,12,12,1,5
123,12,2.69,10,9,0.62,12,12,1,5
123,12,2.64,11,10,0.62,12,12,1,5
123,12,2.59,12,11,0.62,12,12,1,5
123,12,2.66,13,12,0.62,12,12,1,5
123,12,2.59,14,13,0.62,12,12,1,5
123,12,2.62,15,14,0.62,12,12,1,5
124,13,2.38,6,10,0.42,11,12,0,2
124,13,1.97,9,13,0.42,11,12,0,2
125,12,1.95,3,1,-0.59,14,11,0,7
125,12,1.97,4,2,-0.59,14,11,0,7
125,12,1.95,5,3,-0.59,14,11,0,7
125,12,2.04,6,4,-0.59,14,11,0,7
125,12,1.98,7,5,-0.59,14,11,0,7
125,12,2.63,9,7,-0.59,14,11,0,7
125,12,2.72,10,8,-0.59,14,11,0,7
125,12,2.68,11,9,-0.59,14,11,0,7
125,12,2.7,12,10,-0.59,14,11,0,7
125,12,2.58,13,11,-0.59,14,11,0,7
125,12,2.79,14,12,-0.59,14,11,0,7
125,12,2.7,15,13,-0.59,14,11,0,7
125,12,2.61,16,14,-0.59,14,11,0,7
126,12,2.2,1,0,0.25,12,16,0,1
126,12,2.17,2,1,0.25,12,16,0,1
126,12,2.3,3,2,0.25,12,16,0,1
126,12,1.87,4,3,0.25,12,16,0,1
126,12,2.06,5,4,0.25,12,16,0,1
126,12,2.06,6,5,0.25,12,16,0,1
126,12,2.3,7,6,0.25,12,16,0,1
126,12,2.18,8,7,0.25,12,16,0,1
126,12,2.7,9,8,0.25,12,16,0,1
126,12,2.75,10,9,0.25,12,16,0,1
126,12,2.75,11,10,0.25,12,16,0,1
126,12,2.73,12,11,0.25,12,16,0,1
126,12,2.67,13,12,0.25,12,16,0,1
126,12,2.63,14,13,0.25,12,16,0,1
126,12,2.69,15,14,0.25,12,16,0,1
127,15,1.7,1,0,1.04,16,20,0,2
127,18,2.63,1,3,1.04,16,20,0,2
127,19,1.71,3,6,1.04,16,20,0,2
127,19,1.75,4,7,1.04,16,20,0,2
127,19,2.59,5,8,1.04,16,20,0,2
127,19,2.68,6,9,1.04,16,20,0,2
127,19,2.78,7,10,1.04,16,20,0,2
127,19,3.03,8,11,1.04,16,20,0,2
127,19,2.97,9,12,1.04,16,20,0,2
127,19,2.88,10,13,1.04,16,20,0,2
127,19,2.74,11,14,1.04,16,20,0,2
128,15,1.75,3,3,1.48,16,20,0,2
128,16,1.46,4,5,1.48,16,20,0,2
128,19,2.72,6,10,1.48,16,20,0,2
128,19,2.71,7,11,1.48,16,20,0,2
128,19,2.57,8,12,1.48,16,20,0,2
128,19,2.85,9,13,1.48,16,20,0,2
128,19,3.02,10,14,1.48,16,20,0,2
129,12,2.7,4,0,-0.47,12,12,0,4
129,12,3.01,5,1,-0.47,12,12,0,4
129,12,2.91,6,2,-0.47,12,12,0,4
129,12,2.83,8,4,-0.47,12,12,0,4
129,12,2.94,9,5,-0.47,12,12,0,4
129,12,2.71,10,6,-0.47,12,12,0,4
129,12,3.11,11,7,-0.47,12,12,0,4
129,12,3.1,12,8,-0.47,12,12,0,4
129,12,3.07,13,9,-0.47,12,12,0,4
129,12,3.22,14,10,-0.47,12,12,0,4
129,12,3.19,15,11,-0.47,12,12,0,4
129,12,3.23,17,13,-0.47,12,12,0,4
129,12,3.28,18,14,-0.47,12,12,0,4
130,12,2.07,3,0,-2.27,12,12,0,2
130,12,1.86,4,1,-2.27,12,12,0,2
130,12,1.88,7,4,-2.27,12,12,0,2
130,12,1.68,8,5,-2.27,12,12,0,2
130,12,1.64,9,6,-2.27,12,12,0,2
130,12,2.34,11,8,-2.27,12,12,0,2
130,12,1.85,12,9,-2.27,12,12,0,2
130,12,2.07,13,10,-2.27,12,12,0,2
130,12,1.85,14,11,-2.27,12,12,0,2
130,12,2.02,15,12,-2.27,12,12,0,2
130,12,2.15,16,13,-2.27,12,12,0,2
130,12,2.51,17,14,-2.27,12,12,0,2
131,11,1.75,2,0,-2.01,12,11,0,2
131,12,1.77,2,1,-2.01,12,11,0,2
131,12,1.91,3,2,-2.01,12,11,0,2
131,12,1.72,4,3,-2.01,12,11,0,2
131,12,1.87,5,4,-2.01,12,11,0,2
131,12,2,6,5,-2.01,12,11,0,2
131,12,1.96,7,6,-2.01,12,11,0,2
131,12,1.8,8,7,-2.01,12,11,0,2
131,12,1.83,9,8,-2.01,12,11,0,2
131,12,1.81,10,9,-2.01,12,11,0,2
131,12,1.73,11,10,-2.01,12,11,0,2
131,12,1.57,12,11,-2.01,12,11,0,2
131,12,1.58,13,12,-2.01,12,11,0,2
131,12,1.78,14,13,-2.01,12,11,0,2
131,12,1.79,15,14,-2.01,12,11,0,2
132,12,1.85,2,4,0.42,8,8,0,4
